Part ID,Part Code,Part Description,Manufacturer,Category,Stock Quantity,Unit Price (USD),Manufacture Date,Acquisition Date,Estimated Lifespan (years)
P-0000224,STR-56326-D,Part airframe model 869,Collins Aerospace,airframe,17,11496.93,2015-03-01,2016-07-28,21.2
P-0000225,STR-14123-V,Part airframe model 637,Collins Aerospace,airframe,16,5390.88,2023-03-14,2024-12-14,25.6
P-0000226,ENG-52597-G,Part engine model 881,Pratt & Whitney,engine,14,10669.93,2014-12-10,2016-01-09,16.7
P-0000227,HYD-94238-K,Part hydraulic model 181,Thales Avionics,hydraulic,9,3562.21,2010-02-28,2011-01-20,13.5
P-0000228,STR-51751-C,Part airframe model 457,Pratt & Whitney,airframe,10,5154.16,2011-08-05,2014-05-03,16.1
P-0000229,HYD-27693-F,Part hydraulic model 284,MTU Aero Engines,hydraulic,8,6796.84,2024-02-26,2026-10-07,11.6
P-0000230,ELE-47697-N,Part electrical system model 387,Liebherr-Aerospace,electrical system,12,1178.62,2011-04-28,2011-09-08,9.7
P-0000231,ELE-39992-R,Part electrical system model 161,MTU Aero Engines,electrical system,17,590.24,2015-02-19,2017-01-23,8.8
P-0000232,STR-19522-L,Part airframe model 982,Safran,airframe,11,6665.89,2011-07-07,2012-07-27,28.7
P-0000233,STR-55406-M,Part airframe model 606,Safran,airframe,6,3769.93,2010-09-15,2012-05-19,19.2
P-0000234,STR-22121-L,Part airframe model 561,Thales Avionics,airframe,17,4009.55,2017-05-30,2018-01-08,20.6
P-0000235,ENG-24219-R,Part engine model 129,Collins Aerospace,engine,7,33116.3,2011-08-04,2013-09-23,15.1
P-0000236,ELE-53016-Q,Part electrical system model 130,GE Aerospace,electrical system,10,1785.68,2021-07-13,2022-06-12,10.1
P-0000237,STR-34276-P,Part airframe model 392,Parker Aerospace,airframe,9,6412.76,2015-05-04,2017-05-16,25.8
P-0000238,ENG-82240-U,Part engine model 272,MTU Aero Engines,engine,19,34943.1,2016-03-31,2016-09-01,13.2
P-0000239,ELE-65735-H,Part electrical system model 713,Rolls-Royce,electrical system,6,3041.19,2025-01-02,2025-05-26,7.6
P-0000240,ENG-38522-X,Part engine model 227,GE Aerospace,engine,7,35327.28,2020-11-20,2021-11-30,15.9
P-0000241,HYD-19953-H,Part hydraulic model 185,Liebherr-Aerospace,hydraulic,14,3463.21,2014-10-22,2017-10-02,11.4
P-0000242,HYD-70523-U,Part hydraulic model 414,Safran,hydraulic,12,4882.22,2022-02-04,2024-08-21,11.4
P-0000243,HYD-32560-W,Part hydraulic model 127,Pratt & Whitney,hydraulic,11,2096.32,2012-12-19,2014-10-20,5.3
P-0000244,STR-78149-U,Part airframe model 221,Thales Avionics,airframe,13,7982.3,2022-10-22,2023-09-20,29.4
P-0000245,ENG-55104-N,Part engine model 350,Safran,engine,13,42169.34,2022-12-04,2023-05-30,12.8
P-0000246,HYD-34496-F,Part hydraulic model 672,Parker Aerospace,hydraulic,8,1295.87,2020-08-08,2022-10-20,8.1
P-0000247,STR-13515-G,Part airframe model 502,MTU Aero Engines,airframe,12,1765.1,2015-06-14,2016-01-20,17.4
P-0000248,HYD-32873-A,Part hydraulic model 782,Pratt & Whitney,hydraulic,12,3080.9,2020-08-10,2021-10-28,10.0
P-0000249,HYD-23727-Y,Part hydraulic model 542,Collins Aerospace,hydraulic,8,1597.58,2019-02-17,2020-09-10,10.0
P-0000250,HYD-79070-T,Part hydraulic model 371,GE Aerospace,hydraulic,11,7895.6,2014-04-09,2014-07-17,8.8
P-0000251,STR-59979-M,Part airframe model 936,GE Aerospace,airframe,14,13102.67,2012-02-12,2014-06-02,21.3
P-0000252,STR-69799-B,Part airframe model 911,MTU Aero Engines,airframe,11,3900.59,2012-03-05,2014-12-16,15.1
P-0000253,HYD-31330-O,Part hydraulic model 212,MTU Aero Engines,hydraulic,13,1019.12,2024-10-12,2025-03-19,5.4
P-0000254,STR-88443-O,Part airframe model 805,MTU Aero Engines,airframe,10,3349.09,2019-09-02,2022-03-26,24.3
P-0000255,ENG-82717-F,Part engine model 493,Rolls-Royce,engine,13,42553.99,2017-12-12,2019-05-19,15.0
P-0000256,STR-22875-T,Part airframe model 118,Rolls-Royce,airframe,16,6471.11,2019-07-02,2019-11-25,26.2
P-0000257,HYD-46182-F,Part hydraulic model 951,Pratt & Whitney,hydraulic,19,4578.62,2019-03-22,2021-01-06,10.3
P-0000258,ELE-16457-I,Part electrical system model 704,Honeywell,electrical system,10,948.98,2020-06-22,2023-03-23,6.9
P-0000259,STR-19821-Y,Part airframe model 828,MTU Aero Engines,airframe,15,11149.32,2011-03-20,2014-01-16,27.7
P-0000260,ENG-88655-Q,Part engine model 564,GE Aerospace,engine,14,48607.64,2025-02-07,2027-03-26,13.6
P-0000261,ELE-39281-P,Part electrical system model 790,Pratt & Whitney,electrical system,8,4829.45,2024-08-28,2026-02-12,10.6
P-0000262,HYD-41821-H,Part hydraulic model 290,Rolls-Royce,hydraulic,10,3350.48,2024-06-29,2025-01-16,14.1
P-0000263,ENG-79918-B,Part engine model 592,Safran,engine,9,23722.46,2012-03-17,2013-12-24,13.8
P-0000264,STR-92799-D,Part airframe model 262,Parker Aerospace,airframe,11,20181.32,2011-05-12,2013-03-04,25.1
P-0000265,HYD-84944-W,Part hydraulic model 711,Honeywell,hydraulic,17,2550.95,2019-01-12,2019-05-11,11.8
P-0000266,ELE-37603-N,Part electrical system model 798,Liebherr-Aerospace,electrical system,15,1498.37,2017-08-11,2018-05-12,8.1
P-0000267,ELE-29623-Y,Part electrical system model 394,MTU Aero Engines,electrical system,13,2176.0,2012-06-14,2013-05-11,9.2
P-0000268,ELE-92427-Y,Part electrical system model 678,Safran,electrical system,8,4652.69,2015-07-30,2018-02-12,6.8
P-0000269,STR-37460-F,Part airframe model 172,Thales Avionics,airframe,14,16790.12,2014-04-19,2016-01-09,25.0
P-0000270,STR-92805-H,Part airframe model 843,MTU Aero Engines,airframe,5,11946.69,2014-04-08,2014-12-27,21.1
P-0000271,HYD-16565-D,Part hydraulic model 800,Rolls-Royce,hydraulic,17,5108.43,2022-01-11,2022-12-11,9.0
P-0000272,HYD-14870-X,Part hydraulic model 661,GE Aerospace,hydraulic,8,3850.99,2020-01-24,2020-06-29,6.5
P-0000273,HYD-77474-G,Part hydraulic model 408,Safran,hydraulic,12,1722.52,2013-02-22,2013-04-10,12.4
P-0000274,HYD-54322-H,Part hydraulic model 401,MTU Aero Engines,hydraulic,7,5292.81,2019-06-19,2020-12-20,7.8
P-0000275,STR-30128-N,Part airframe model 407,GE Aerospace,airframe,9,1421.91,2014-02-12,2014-03-18,21.4
P-0000276,STR-79001-Y,Part airframe model 223,Collins Aerospace,airframe,9,7862.42,2016-03-31,2019-03-07,22.2
P-0000277,ELE-70955-N,Part electrical system model 768,MTU Aero Engines,electrical system,18,2065.57,2020-05-17,2022-08-29,10.5
P-0000278,ELE-80949-P,Part electrical system model 360,GE Aerospace,electrical system,12,9125.07,2015-08-09,2017-11-26,7.0
P-0000279,ELE-29547-A,Part electrical system model 294,Rolls-Royce,electrical system,8,1010.96,2011-09-10,2013-12-02,5.6
P-0000280,ELE-10005-I,Part electrical system model 941,Parker Aerospace,electrical system,13,4022.54,2019-12-10,2021-11-01,6.5
P-0000281,HYD-17038-O,Part hydraulic model 450,Parker Aerospace,hydraulic,13,3413.69,2022-05-06,2022-07-20,12.4
P-0000282,STR-97659-C,Part airframe model 942,MTU Aero Engines,airframe,21,6294.18,2012-03-13,2013-07-18,27.2
P-0000283,STR-86586-O,Part airframe model 867,Pratt & Whitney,airframe,12,2155.07,2011-02-19,2011-12-17,26.6
P-0000284,ENG-26482-N,Part engine model 588,Honeywell,engine,10,45428.27,2024-08-17,2025-07-05,14.9
P-0000285,STR-81873-D,Part airframe model 299,Honeywell,airframe,13,9381.49,2022-02-15,2023-03-22,15.7
P-0000286,ENG-30875-B,Part engine model 983,Safran,engine,9,34339.46,2010-05-01,2011-04-12,10.8
P-0000287,STR-42400-C,Part airframe model 607,Honeywell,airframe,17,25287.04,2012-02-04,2014-01-19,23.0
P-0000288,STR-78607-J,Part airframe model 997,MTU Aero Engines,airframe,13,17745.72,2015-04-21,2015-04-29,20.8
P-0000289,STR-37503-V,Part airframe model 679,Pratt & Whitney,airframe,16,7092.22,2013-09-24,2014-10-24,22.8
P-0000290,STR-56612-O,Part airframe model 545,Parker Aerospace,airframe,16,17371.5,2019-02-12,2021-11-28,20.4
P-0000291,ENG-94335-U,Part engine model 179,Honeywell,engine,12,87456.93,2020-11-22,2021-08-27,12.1
P-0000292,ENG-91748-U,Part engine model 844,GE Aerospace,engine,12,26992.02,2020-10-18,2022-08-20,18.4
P-0000293,HYD-41419-L,Part hydraulic model 797,Collins Aerospace,hydraulic,13,1618.84,2014-10-18,2016-06-14,7.4
P-0000294,STR-83695-W,Part airframe model 716,Honeywell,airframe,18,3425.66,2018-12-30,2020-06-10,25.3
P-0000295,ENG-49142-I,Part engine model 568,Rolls-Royce,engine,12,73516.74,2011-04-26,2011-09-04,18.0
P-0000296,STR-81540-R,Part airframe model 936,Pratt & Whitney,airframe,16,6312.34,2013-09-10,2016-02-29,19.6
P-0000297,ELE-86948-H,Part electrical system model 541,Honeywell,electrical system,17,1208.67,2018-07-02,2020-03-05,9.7
P-0000298,ENG-21755-T,Part engine model 753,Pratt & Whitney,engine,14,71274.32,2010-01-18,2011-08-22,17.2
P-0000299,ELE-94553-S,Part electrical system model 371,Parker Aerospace,electrical system,13,1606.41,2018-10-04,2021-07-25,6.7
P-0000300,ENG-27175-H,Part engine model 442,Honeywell,engine,15,21422.65,2015-12-13,2016-03-11,14.1
P-0000301,ENG-75687-X,Part engine model 223,Collins Aerospace,engine,11,98214.5,2020-03-16,2021-08-28,23.0
P-0000302,STR-98287-X,Part airframe model 322,Honeywell,airframe,12,16777.56,2016-05-25,2018-06-26,29.3
P-0000303,STR-34288-F,Part airframe model 589,Safran,airframe,12,5119.18,2019-06-28,2021-11-04,18.0
P-0000304,ELE-57800-X,Part electrical system model 785,Rolls-Royce,electrical system,14,1172.87,2025-08-16,2025-08-16,4.4
P-0000305,ELE-87810-Q,Part electrical system model 802,Collins Aerospace,electrical system,15,1768.25,2022-06-19,2024-06-24,8.6
P-0000306,HYD-78513-K,Part hydraulic model 751,Liebherr-Aerospace,hydraulic,9,4453.21,2024-11-05,2027-09-03,8.3
P-0000307,STR-39022-R,Part airframe model 396,Parker Aerospace,airframe,13,17753.27,2020-11-30,2023-01-27,25.4
P-0000308,STR-69414-V,Part airframe model 218,Honeywell,airframe,13,3752.58,2013-06-22,2014-09-17,19.1
P-0000309,ELE-47930-R,Part electrical system model 886,Collins Aerospace,electrical system,16,640.33,2014-04-05,2016-11-06,9.0
P-0000310,STR-65598-I,Part airframe model 175,GE Aerospace,airframe,14,6923.69,2016-08-27,2019-04-02,27.7
P-0000311,STR-79806-G,Part airframe model 720,Parker Aerospace,airframe,6,3764.6,2014-11-19,2016-12-01,16.4
P-0000312,ENG-79139-M,Part engine model 730,Liebherr-Aerospace,engine,11,33925.6,2011-04-25,2013-04-13,14.1
P-0000313,ENG-65916-A,Part engine model 980,Safran,engine,14,27859.64,2022-12-28,2024-01-03,15.8
P-0000314,HYD-12291-D,Part hydraulic model 357,Rolls-Royce,hydraulic,14,1128.35,2022-02-28,2022-11-16,10.4
P-0000315,HYD-13811-D,Part hydraulic model 631,Thales Avionics,hydraulic,8,8306.84,2011-05-15,2013-03-25,10.1
P-0000316,ELE-41276-B,Part electrical system model 730,Parker Aerospace,electrical system,11,2185.01,2017-01-13,2017-01-21,9.9
P-0000317,STR-56619-W,Part airframe model 450,Thales Avionics,airframe,10,14733.03,2011-04-14,2013-10-10,19.5
P-0000318,ENG-98782-D,Part engine model 748,GE Aerospace,engine,13,10710.68,2011-02-15,2013-10-16,13.2
P-0000319,ENG-36714-F,Part engine model 376,GE Aerospace,engine,12,25681.2,2023-02-07,2023-08-03,20.4
P-0000320,STR-22194-G,Part airframe model 354,Thales Avionics,airframe,5,4977.44,2020-09-10,2022-05-21,21.9
P-0000321,STR-74037-C,Part airframe model 363,Parker Aerospace,airframe,15,16092.55,2021-04-12,2021-10-21,15.5
P-0000322,ELE-64499-J,Part electrical system model 778,GE Aerospace,electrical system,9,6592.7,2021-11-29,2023-05-17,4.8
P-0000323,ELE-72813-U,Part electrical system model 776,Thales Avionics,electrical system,12,870.46,2013-07-13,2015-06-02,9.1
P-0000324,STR-57836-T,Part airframe model 128,Pratt & Whitney,airframe,8,8954.83,2011-04-11,2012-06-05,19.1
P-0000325,HYD-25402-G,Part hydraulic model 566,Collins Aerospace,hydraulic,11,6505.08,2021-05-23,2024-01-14,11.5
P-0000326,ELE-75283-E,Part electrical system model 134,GE Aerospace,electrical system,16,1239.7,2011-10-19,2014-06-07,8.8
P-0000327,STR-98131-D,Part airframe model 848,Thales Avionics,airframe,17,4653.2,2014-03-03,2015-09-27,12.1
P-0000328,ELE-61322-M,Part electrical system model 393,Liebherr-Aerospace,electrical system,10,2871.99,2011-07-16,2013-04-02,9.1
P-0000329,STR-34911-Y,Part airframe model 701,Rolls-Royce,airframe,20,2610.42,2023-05-07,2023-05-09,22.7
P-0000330,ENG-29405-K,Part engine model 302,Collins Aerospace,engine,12,11743.29,2011-07-11,2012-07-09,14.9
P-0000331,STR-99756-B,Part airframe model 839,Rolls-Royce,airframe,12,908.91,2025-02-22,2027-05-24,19.8
P-0000332,ELE-13447-X,Part electrical system model 167,Parker Aerospace,electrical system,12,3233.9,2015-04-11,2018-03-19,4.4
P-0000333,ENG-72906-G,Part engine model 230,Collins Aerospace,engine,8,90897.34,2019-01-21,2021-11-06,12.9
P-0000334,ENG-73001-K,Part engine model 976,Parker Aerospace,engine,4,40180.3,2012-09-09,2012-12-20,10.0
P-0000335,ENG-14899-G,Part engine model 210,Honeywell,engine,11,73371.83,2022-10-11,2024-01-04,12.8
P-0000336,ENG-77471-F,Part engine model 623,GE Aerospace,engine,10,11022.9,2015-07-10,2015-09-07,12.3
P-0000337,HYD-85871-F,Part hydraulic model 387,Rolls-Royce,hydraulic,10,4292.23,2022-12-26,2025-06-17,13.8
P-0000338,ELE-84081-X,Part electrical system model 786,Liebherr-Aerospace,electrical system,14,2212.28,2023-05-03,2025-06-29,7.6
P-0000339,STR-93805-G,Part airframe model 930,Honeywell,airframe,12,4353.27,2010-11-22,2013-08-13,19.0
P-0000340,ENG-17066-Y,Part engine model 765,Rolls-Royce,engine,10,49770.01,2023-11-22,2025-05-16,16.7
P-0000341,STR-91527-N,Part airframe model 142,Parker Aerospace,airframe,14,28066.79,2011-11-03,2012-02-22,29.4
P-0000342,STR-75365-R,Part airframe model 974,Liebherr-Aerospace,airframe,16,15159.51,2019-05-28,2021-02-16,32.4
P-0000343,ENG-40806-S,Part engine model 816,Pratt & Whitney,engine,15,27780.65,2024-09-29,2027-04-23,10.0
P-0000344,STR-46972-G,Part airframe model 783,Liebherr-Aerospace,airframe,7,5244.92,2023-02-03,2023-03-29,24.7
P-0000345,STR-44136-J,Part airframe model 393,Pratt & Whitney,airframe,9,10742.03,2022-09-05,2025-02-01,18.1
P-0000346,ELE-25945-B,Part electrical system model 384,MTU Aero Engines,electrical system,9,3034.09,2021-09-22,2023-07-27,10.0
P-0000347,ELE-52477-M,Part electrical system model 922,Pratt & Whitney,electrical system,9,1146.62,2017-02-04,2017-06-26,5.9
P-0000348,ENG-80453-F,Part engine model 663,Pratt & Whitney,engine,17,116756.57,2015-11-07,2017-10-18,13.3
P-0000349,STR-23224-M,Part airframe model 726,Honeywell,airframe,13,7684.58,2014-08-01,2014-10-07,27.7
P-0000350,ELE-37272-M,Part electrical system model 118,Pratt & Whitney,electrical system,7,4438.36,2025-01-08,2025-07-15,6.8
P-0000351,STR-27316-N,Part airframe model 606,MTU Aero Engines,airframe,16,6315.87,2017-01-17,2017-03-21,23.7
P-0000352,HYD-73332-I,Part hydraulic model 646,GE Aerospace,hydraulic,13,11159.34,2015-05-10,2017-01-30,13.8
P-0000353,ELE-78774-H,Part electrical system model 147,Honeywell,electrical system,15,2579.41,2015-12-16,2016-10-21,8.4
P-0000354,ENG-10565-C,Part engine model 844,Liebherr-Aerospace,engine,13,13273.15,2018-11-17,2019-09-24,14.4
P-0000355,ENG-81094-X,Part engine model 318,Collins Aerospace,engine,12,23893.5,2012-12-08,2014-11-06,15.1
P-0000356,ELE-35710-H,Part electrical system model 721,Liebherr-Aerospace,electrical system,11,2776.95,2025-01-24,2025-05-22,9.5
P-0000357,ENG-86639-G,Part engine model 865,Rolls-Royce,engine,14,99839.02,2024-06-23,2026-05-07,12.5
P-0000358,STR-97329-N,Part airframe model 287,Parker Aerospace,airframe,12,9008.94,2016-09-23,2018-10-16,23.9
P-0000359,HYD-84289-O,Part hydraulic model 130,MTU Aero Engines,hydraulic,19,1442.75,2020-04-03,2022-10-16,12.9
P-0000360,STR-43069-X,Part airframe model 358,Pratt & Whitney,airframe,15,7528.39,2017-02-03,2019-01-29,27.4
P-0000361,STR-50274-S,Part airframe model 774,MTU Aero Engines,airframe,10,10455.98,2011-08-18,2013-07-23,22.9
P-0000362,ELE-48197-Q,Part electrical system model 443,Rolls-Royce,electrical system,11,3534.26,2010-03-18,2012-02-25,7.4
P-0000363,STR-95365-S,Part airframe model 407,Honeywell,airframe,17,21861.05,2020-04-12,2020-05-26,14.4
P-0000364,STR-35370-P,Part airframe model 170,MTU Aero Engines,airframe,8,19256.05,2023-12-07,2025-03-28,21.5
P-0000365,HYD-85922-A,Part hydraulic model 406,Rolls-Royce,hydraulic,11,2912.3,2022-08-18,2024-04-04,8.2
P-0000366,STR-10434-G,Part airframe model 667,Liebherr-Aerospace,airframe,18,2537.92,2012-03-30,2014-03-18,20.8
P-0000367,HYD-75180-W,Part hydraulic model 198,Thales Avionics,hydraulic,13,5291.44,2011-08-24,2012-07-03,7.2
P-0000368,HYD-44474-E,Part hydraulic model 120,Thales Avionics,hydraulic,14,2231.2,2022-01-22,2024-01-24,9.6
P-0000369,ENG-48493-Q,Part engine model 996,Pratt & Whitney,engine,12,105098.88,2014-10-13,2015-12-14,16.8
P-0000370,ENG-13959-H,Part engine model 719,Pratt & Whitney,engine,13,59352.62,2021-05-07,2023-06-18,16.5
P-0000371,ENG-49593-L,Part engine model 664,Liebherr-Aerospace,engine,10,35158.19,2015-12-13,2016-06-29,15.6
P-0000372,ENG-32540-R,Part engine model 105,Safran,engine,15,142498.08,2012-12-21,2013-11-15,14.8
P-0000373,ENG-87097-S,Part engine model 330,Collins Aerospace,engine,9,52809.54,2017-10-30,2020-08-20,13.5
P-0000374,ELE-22787-Q,Part electrical system model 181,Rolls-Royce,electrical system,14,4709.66,2011-07-18,2013-10-13,8.1
P-0000375,ENG-62879-E,Part engine model 316,Safran,engine,20,25608.41,2015-06-25,2018-02-19,18.6
P-0000376,STR-70669-O,Part airframe model 434,MTU Aero Engines,airframe,13,4055.69,2018-04-16,2018-11-18,19.2
P-0000377,HYD-28687-B,Part hydraulic model 658,Honeywell,hydraulic,12,812.49,2016-05-23,2019-03-07,9.1
P-0000378,ENG-45989-H,Part engine model 963,Safran,engine,13,69180.59,2013-07-16,2015-09-27,14.2
P-0000379,HYD-30758-Q,Part hydraulic model 973,Thales Avionics,hydraulic,13,2495.25,2019-10-30,2021-07-28,6.2
P-0000380,STR-55891-S,Part airframe model 852,Collins Aerospace,airframe,5,40792.74,2022-03-09,2022-03-22,25.5
P-0000381,ENG-56901-Y,Part engine model 789,Thales Avionics,engine,9,47949.66,2016-10-14,2016-12-09,10.3
P-0000382,ELE-81062-O,Part electrical system model 693,Collins Aerospace,electrical system,7,2484.71,2023-09-20,2026-01-01,9.9
P-0000383,ELE-31563-I,Part electrical system model 898,GE Aerospace,electrical system,10,5251.93,2024-09-01,2026-08-24,7.2
P-0000384,HYD-12775-U,Part hydraulic model 803,Collins Aerospace,hydraulic,11,2663.08,2021-11-12,2022-06-30,13.6
P-0000385,ELE-27974-U,Part electrical system model 754,Thales Avionics,electrical system,10,1422.97,2010-03-06,2011-06-25,8.8
P-0000386,HYD-90591-X,Part hydraulic model 925,Parker Aerospace,hydraulic,14,1474.16,2024-12-24,2026-12-02,7.5
P-0000387,STR-47886-W,Part airframe model 890,Collins Aerospace,airframe,8,8355.37,2022-06-10,2022-06-26,18.5
P-0000388,ENG-50728-Q,Part engine model 652,Safran,engine,14,50376.05,2016-09-18,2018-09-19,18.8
P-0000389,ELE-62798-M,Part electrical system model 558,Thales Avionics,electrical system,11,1388.9,2024-11-17,2026-01-24,6.4
P-0000390,HYD-82776-O,Part hydraulic model 882,Collins Aerospace,hydraulic,8,6993.75,2012-04-28,2012-08-08,13.1
P-0000391,HYD-29622-A,Part hydraulic model 186,Liebherr-Aerospace,hydraulic,13,928.17,2013-01-05,2013-06-30,10.9
P-0000392,STR-77136-E,Part airframe model 614,MTU Aero Engines,airframe,10,13892.56,2015-12-07,2017-03-11,21.9
P-0000393,STR-48839-I,Part airframe model 822,Liebherr-Aerospace,airframe,12,3832.23,2012-08-03,2014-06-10,30.8
P-0000394,ELE-55291-F,Part electrical system model 612,Liebherr-Aerospace,electrical system,6,3539.86,2012-05-26,2013-06-01,12.4
P-0000395,STR-94891-M,Part airframe model 686,Parker Aerospace,airframe,7,8807.87,2022-05-30,2022-09-25,21.2
P-0000396,HYD-27177-H,Part hydraulic model 577,GE Aerospace,hydraulic,20,3281.47,2013-06-27,2015-12-06,9.5
P-0000397,HYD-48533-F,Part hydraulic model 597,MTU Aero Engines,hydraulic,11,4208.05,2016-02-10,2017-08-03,12.4
P-0000398,STR-70611-K,Part airframe model 842,Collins Aerospace,airframe,12,13909.16,2016-04-27,2017-02-26,28.3
P-0000399,ELE-34660-R,Part electrical system model 548,Rolls-Royce,electrical system,12,1639.18,2023-07-26,2025-08-01,9.5
P-0000400,ELE-52082-C,Part electrical system model 687,Pratt & Whitney,electrical system,12,2586.84,2014-09-22,2015-09-20,7.4
P-0000401,ENG-99690-U,Part engine model 359,GE Aerospace,engine,8,61634.13,2017-09-09,2018-10-04,11.2
P-0000402,HYD-25389-U,Part hydraulic model 636,Pratt & Whitney,hydraulic,7,7679.63,2014-07-26,2015-05-21,10.4
P-0000403,STR-37685-U,Part airframe model 299,Parker Aerospace,airframe,16,11504.52,2025-06-02,2026-06-26,25.8
P-0000404,HYD-37195-F,Part hydraulic model 562,Liebherr-Aerospace,hydraulic,12,2396.85,2024-03-23,2024-12-31,9.3
P-0000405,STR-81310-R,Part airframe model 193,Parker Aerospace,airframe,8,29857.26,2015-12-03,2018-10-28,21.4
P-0000406,HYD-76332-P,Part hydraulic model 451,Parker Aerospace,hydraulic,16,6568.36,2021-05-03,2022-02-05,11.2
